Comment;Evaluation
"Corruptos  nao é  so os  políticos,
Os Srs de toga tbm
O bom seria  que todos  estivessem no mesmo  avião  e explodissem   
";
Respondam sinceramente: O maior culpado são os Políticos que fizeram a lei? Os Ministros do STF que a interpretaram e decidiram a prisão depois de transitado em julgado? Ou quem elegeu os políticos? ;
"PARABENS  STF AQUI NO BRASIL É MUITO BOM PARA LADRÕES E BANDIDOS!! SO JESUS MESMO PARA SALVAR!
PARABÉNS AOS B-A-N-D-I-D-O-S QUE MANDARAM SOUTAR OUTROS!!";
Nem prá ter um sniper camuflado no alto de algum prédio, igual como fizeram com John Kennedy, prá acertar a testa desse meliante, assim que ele metesse a cara no lado de fora!;
DEUS É GRANDE E JUSTO\!! VEM PRO SEU POVO PAINHOOO UHUUUUL;
alguem ta posicionado comprado no dolar e vendido em açoes...;
Passagem livre pra Cuba , Peru, Venezuela, Estônia, e Antártida... sem volta...   ;
"cada dia o trabalho da polícia fica mais difícil...
A polícia custa prender e a justiça vai lá arruma um jeitinho para mandar soltar!
lamentável  ";
"o Brasil é uma piada
";
"José Dirceu - ex-ministro-chefe da Casa Civil, Luiz Eduardo de Oliveira e Silva - irmão de José Dirceu;  Waldomiro de Oliveira - funcionário de Alberto Youssef; Márcio Andrade Bonilho - sócio da Sanko Sider; Jayme Alves de Oliveira Filho - agente da Polícia Federal;";
Republica das BANANAS! STF o câncer do país.;
Este senhor foi responsável pelo maior assalto já cometido neste país, e no mundo, e vai sair nos braços dos mortadelas, que venderam seus votos, a troca de um marmita. Que vergonha!;
Devolve esse País para os índios e vamos tentar do começo. Vou me mudar que essa terra não tem jeito!;
O BRASIL É UMA ESCÓRIA-PRESIDENTE ESCONDE PROVAS, JUÍZ DIZ QUE É NORMAL.  ;
Como eu disse, o cara foi logo preso em ano de eleição pois sabiam que ele ia ganhar e agora é solto.;
Câncer no reto, é o que desejo para ele.;
Se esse sujeito desprezível tivesse morrido quando pegou câncer não estaríamos passando por isso.;
Você merece as piores catástrofes que existirem, Brasil. Espero um dia ver a China invadindo isso aqui e dando fim na em todo mundo. ;
É muita palhaçada, Todo o trabalho do Moro por água a baixo, TRISTE;
Os bozopatas PIRAM ;
não vaiii ter golpeeeee.;
Lulah é o cara. 2022 o pais volta a gerar empregos sem escravidão.;
O começo do fim. Já prevejo os ânimos se exacerbando e os grupos se enfrentando nas ruas.;
O crime no Brasil é tão organizado que seu departamento jurídico é o STF;
Brasil, país em  que o réu é condenado várias vezes e não vai em cana !;
Que triste capítulo para a história do Brasil. O dia hoje amanheceu mais cinza.;
Só neste país mesmo, deveria já ser preso na primeira instância, agora, com infindáveis recursos, nunca mais serão presos.;
Pode soltar mas será sempre um criminoso;
Não vai demorar muito para isso aqui ficar igual ao Chile.;
Agora vão desistir da neguinha do psol, pra que prender o queiroz né;
"QUE OS BOTAS DE UM JEITO NESSE PAÍS....VMS MORALIZAR ESSE PAÍS...LUGAR DE BANDIDO É NA CADEIA OU NA COVA....AINDA HA TEMPO!
";
libertando traficantes e estupradores, somente para ver o chefinho solto.. parabéns stf....;
Rasgaram a constituição pelo maior bandido da história deste país.;
"é uma vergonha, uma demonstração clara que nossa justiça não existe. Acho que o Brasil vai virar uma somália.
é uma desgraça para todo e qualquer homem de bem ver esse bandido, canalha ser solto.";
Em vez de ficar no monólogo polarizado inútil do taokey e do companheiros criado na fake news, a ÚNICA SOLUÇÃO é: 1 Auditoria Cidadã da Dívida, sem sigilo, com participação da sociedade! 2 Fim da reeleição no mesmo cargo ou noutro diferente! 3 Fim do cargo/função de livre nomeação! 4 Fim de sigilos fiscal e financeiro, bem como publicação de patrimônio e sua evolução mensal referentes a servidor público e seu parente até 3o grau, inclusive agentes políticos como membros do STF!;
Que desânimo com o Brasil :-(;
Meia dúzia de fa.ve.lad0 comemorando a libertação de um bandido.;
"O CHORO É LIVREEEEEEEE... L;.U;.L;.A;AA ESTÁ LIVRE, B; A ;B; A; K; A;S ";
Que sala especial prevista em lei? Qual lei? Ele foi é beneficiado e teve privilégios que ninguém tem em país nenhum! A esquerda em êxtase! Mais um bandido nas ruas!;
O brasileiro do bem não merecia isso! Ser considerado a maior chacota mundial, por causas desses terroristas miseráveis! Socorro Exército, Marinha e Aeronáutica: Salvem o Brasil!;
brasil podre;
Esse é o país da bandidagem.;
A.lgum cidadão de bem, poderia me dizer se não fic.o.u mais perigoso voltar para o Brasil nestes dias de abertura dos presídios para a saída da bandidagem-mor? (estou preoc.u.pado e  c vergonha...desde Lugano,Suíça);
O bozo  está com a cueca borrada!;
A quadrilha do PT sendo solta...que pena Brazil vc não tem mais solução. ...a partir de hoje não existe mais a palavra ESPERANÇA........a corrupção venceu.....;
"NÃO VEJO A HORA DE APARECER UM DOIDO E METRALHAR ESSE STF
";
GENERAIS KD VOCÊS????;
"Não adianta, já está tatuado na testa dele ... ""Lu la L@ dr @o""";
Vale a pena sr bandido!;
Brasil! Leia-se PAIS DA IMPUNIDADE!!!  PARAÍSO PARA CORRUPTOS E AFINS!!!!!;
O certo é no Brasil é criar grupos de extermínio, aí bandido nem precisa de justiça, só de cemitério bem extenso e pra ajudar em um buraco colocar vários kkkkk deixar 1 mtrs só , pra que 7 .;
quadrilha mandando soltar quadrilha!!!!;
O pai dos pobres esta voltando para o povo. Pai Luloso o povo te espera. ;
Calma povo de bem, Soltaram o chefe dos bandidos, Mas quem manda agora somos nós trabalhadores e anti-PT.  ;
JUDICIÁRIO O CÂNCER DO NOSSO BRASIL!!!;
"O Ministro indicado pelo condenado desempata a votação e autoriza precedentes para liberar o condenado.

Nada de novo no Brasil !!! ";
O povo quis mudança. Mas há aqueles que querem que tudo  volte atrás. E estão conseguindo. Tenho medo de viver num país onde o crime sempre vence.;
É lamentável ver que a população que se uniu em manifestações para pressionar o governo por discordar das coisas que aconteciam no pais, agora se mostra totalmente separada. É eles venceram a sociedade brasileira, e agora todos acham que sabem de politica e cada um tem seu politico de estimação, mas não enxergam que todos eles não fazem as coisas certas, apenas manutenção de poder. Eles venceram a sociedade, e fizeram e fazem todos de marionetes, pois é muito fácil enganar o brasileiro, que de forma alienada escolhe seus políticos de estimação.;
alguem tem que acabar de vez com esse stf;
Desgraça de País !!!!;
A milícia Bolsonarista de robôs está a pleno vapor! Isso pq odeiam a Grobo, Kkkkkk;
Tudo é vontade e permissão de Deus;
Embora a decisão tenha sido uma lástima, a culpa é da constituição mal feita que temos. Está escrito lá, infelizmente, que apenas após o trânsito em julgado o réu poderá ser preso. É realmente trabalho do legislativo trabalhar contra esse atraso e garantir que não haja mais dúvidas quanto à prisão em segunda instância.;
To preocupado com o Eduardo Cunha ...ele ja foi liberado??? e o Sergio Cabarl..coitados..não podem mais ficar presos...Eduardo Cunha Guerreiro do povo brasileiro!!! Ninguem solta a mão de ninguem!!;
gostaria de ver STF empenhado assim para combater desemprego, salário de fome que nos brasileiros ganhamos, a saúde, as filas do sus são intermináveis, educação o supremo precisa brigar por nos Brasileiros não por uma pessoa, sera que ele vale mais que toda nação, hoje me sinto envergonhado de viver neste pais, muita vergonha, sem palavras. ;
Brandidos de toga ;
Desejo muita desgraça para cada um do STF e suas famílias ;
TEU FILHO NÃO FOGE À LUTA;
povinho brasileiro (minusculas) bando de FROUXOS;
Protejam suas carteiras!!!!!!!!!!;
"se o STF decide tudo, pra que tantos juizez, exercito chegou a hora
";
Temos que acabar com esse STF, eles são um CANÇER para o BRASIL, um monte de velhos, falando bonito, quem ninguem sabe o que eles estão faland, e ainda tem um sálario digno  de vergonha. ;
INTERVENÇÃO! ;
O Ilula tá livre babak!!!;
Nada como um dia atrás do outro;
Me resta torcer por uma azeitona perdida! Lamentavel;
STF FDPTS.....;
Não se limpa um chiqueiro com os porcos dentro!!!;
"Se estivéssemos em um país onde o povo tivesse sangue correndo nas veias em vez de pinga...
";
Acho certo agora o Brasil liberar todos os presos e não só os ricos de colarinho branco, já que é a selva e nós todos macacos, que soltem todos e fechem as prisões, justiça aqui não serve pra nada mesmo, vamos ver onde chega essa piada de país... bandidagem rica toda solta, quero ver os pobres soltos também, traficantes, estupradores, sequestradores, assaltantes, assassinos.. soltem todos!;
L.U.L.A LIVRE E ZEFINIM;
 Como já foi dito, não existe impedimento maior a justiça que a lei brasileira;
O CRIME PARA OS AFORTUNADOS, COMPENSA ;
Deus seja louvado. Amém!!!!;
As pessoas estão enraivecidas pelo motivo errado. Se a CF prevê a prisão apenas após o trânsito em julgado o STF está correto. O que temos que cobrar é que a justiça seja rápida, e não essa tartaruga que sempre foi. Se os processos não demorarem anos para serem concluídos os recursos não serão problema.;
...aquilo nem é uma cela em uma penitenciaria, tanto que o bandido nem fez questão de progredir pro semi-aberto.;
BRASIL *22 de abril de 1500   a  +08 de novembro de 2019, foi bom enquanto durou!!;
Para o homem mais honesto desse país, com dezenas de advogados, foi mais fácil mudar a lei do que provar sua inocência !;
por favor augusto nunes..........próximo soco na cara do sapo de nove dedos.;
Existem varios tipos de criminosos...prefiro o que rouba dinheiro aos criminosos assassinos e milicianos....;
Gilmar e Cia cumpriram com a Missão de manter o Lulampião longe da política, por um bom tempo, e que o Lularápio tome vergonha na cara e pare de roubar os Pobres.;
Preparemo-nos, nosso país vai virar de cabeça pra baixo.;
Algum cidadão de bem, poderia me dizer se não ficou mais perigoso voltar para o Brasil nestes dias de abertura dos presídios para a saída da bandidagem-mor? (estou c vergonha...desde Lugano,Suíça);
Realmente cadeia foi feito pra pobre...;
Para o homem mais honesto desse país, com dezenas de advogados, foi mais fácil mudar a lei do que provar sua inocência ;
O STF ontem deu o recado a todos, PODEM ROUBAR A VONTADE QUE O CRIME COMPENSA NO BRASIL.;
o POVO deve ir pressionar o SENADO e a CÂMARA para aprovar urgente a PEC da prisão após segunda instancia...   Espero que as divulgações de que serão agilizadas sejam verdadeiras e isso logo torne-se realidade.. ;
Caneta azul... Azul caneta... Caneta azul tá marcado com minha letra...;
"HOJE É DIA DE FESTA NA REDAÇÃO DO JORNALIXO DA REDE GROBO!! FAMÍLIA MARINHO ESTOURANDO A CHANPAGNE!

O PAÍS NA IMPUNIDADE!!! AQUI O CRIME COMPENSA!";
"Boas vindas a o pai dos pobres.
Painho na rua, eu falei.
Agora o bozo vai sentir a furia vermelha de nois.";
A credibilidade que voltou sendo ameaçada...lamentável...deprimente...tontos em frente a PF esperando o Luladrão de braços abertos...aberrações vermelhas...;
"...Rogerio Cunha Oliveira - ex-diretor da Mendes Junior; Sergio Cunha Mendes - ex-vice-presidente da Mendes Junior; Enivaldo Quadrado - dono da corretora Bônus Banval; Alberto Elisio Vilaça Gomes - ex-diretor da Mendes Junior; Joao Augusto Rezende Henriques - lobista/operador do PMDB;  Fernando Moura - empresário/lobista; Roberto Gonçalves - ex-gerente de engenharia da Petrobras; Pedro Augusto Cortes Xavier Bastos - ex-gerente da área internacional da Petrobras";
o dinheiro da mega sena ajudou o pt a paga todos;
"ele na rua é mais facil pra matar ele. Que soltem todos 
e vão pra 7 palmos do chão.";
Vergonha ;
Cortem-lhes a cabeça;
Tem gente que acha que ele foi absolvido. Foi uma manobra para soltar ele. Continua ficha suja. E condenado por corrupção.;
Agora o Bozo vai conhecer oposição! Uhuuuuuuuuuuu;
O povo do bem vencerá sempre. Logo logo esse marginal volta pro cercadinho.;
"Ai o bozo não é bandido.
Mimimimi";
O choro é livre !!!!!!;
"como a ""justiça"" dos bandidos agem rapido, , parabens STF&lt; o brasil deu um passo pra frente e agora deu 3 para tras,  gracas a voces.";
Que inveja do Chile, Bolívia, Equador... Povos de caráter e dignidade;
Triste ver que a impunidade reina no Brasil.;
E nós, Brasileiros passivos que somos, estamos assistindo tudo sentado de braços cruzados! Dificil...;
Como sempre, a polícia prende e a justiça solta...;
E agora o que acontecerá aos robôs será que auto se destruirão?;
O povo brasileiro, o cidadão de bem está indignado com a distorção desse caso pelo STJ  que abre uma lacuna  para que outros criminosos sejam soltos, absurdo essa decisão. ;
Uma operação muito grande para soltar um bandido,era melhor não alterar nada na Lei e manter outros tantos presos que também será solto!!;
"Finalmente o país volta a respeitar a Constituição e presunção de inocência. 
Imagine voce ser preso e depois ser inocentado. Quem te devolveria esses anos encarcerados?. STF cumpriu a lei";
Corre tofoli vai abraçar e beijar os pés do teu bandido preferido canalha, agora tua nomeação já está paga.;
Continuem brincando de esquerda/direita  enquanto os inimigos da nação decidem os rumos do país. Fizeram uma manobra absurda para soltar o bandido Master, sem nem se preocupar com as consequências dos milhares de outros processos afetados. ;
Quero os aeroportos virando rodoviárias novamente, quero a filha da empregada na Universidade.;
É BRASIL MINHA GENTE,!!! BRASIL ONDE PARA SE INOCENTAR UM BANDIDO POLÍTICO É TOMADO UMA DECISÃO SEM MEDIR CONSEQUÊNCIAS, TRISTE NOSSA REALIDADE EM TER QUE ACEITAR TUDO ISSO E AINDA SABER QUE TEM PESSOAS QUE SE DISPÕE A PERDER A ESSÊNCIA DO RIDÍCULO PARA APLAUDIR E COMEMORAR TAMANHA LASTIMA. ;
meu Deus a ponto nossa justiça chegou, para soltar um véio bandido , vai liberar mais corruptos  ladrões é o fim de nossa dignidade;
A JUSTIÇA HUMANA FALHA MAS A DIVINA NÃO FALHA ESSE DEMONIO DE 9 DEDOS UM DIA VAI PAGAR TUDO ABSOLUTAMENTE TUDO;
Ele não tem atestado de inocência, continua condenado!;
isso estimula a corrupção novamente e a impunidade;
Sai hoje, passa o final de semana fora da cadeia e quarta ou quinta volta novamente.;
Brasil pais da vegonha ;
Ninguém aqui é DONO da Petrobras, então O FILHO DO BRASIL nunca roubou vc.;
Precisamos de um novo AI-5 já!!!;
vai pro Chile bolsominions;
Sam vai perder a boquinha da milicia do bigBozo...A casa caiu  e o dinheirinho do governo miliciano também. viu sam...Chola bozominions frustado...;
"É O FIM DO BRASIL 
";
"Chamem o cabo e o soldado. 
";
foi solto a lenda lulala,,,,,,,,,,, ;
QUEREMOS  O  EX-JUIZECO  NO  LUGAR  DELE   !!  NÃO  PRECISA  NEM  TROCAR  AS ROUPAS DE CAMA   !!!;
Abandonei o Brasil antes do barco afundar, gracas a Deus.;
Que moral os Honestos agora terão no Brasil, se os corruptos não são punidos;
LULAtaSOLTObabaca ;
Foi bom soltar mesmo... quando chegar em 2022 prende denovo.;
Queremos guerra civil!!!;
Bando de acéfalos....esse marginal vai acabar com o país...;
Brasil vai virar chacota mundial. Acabou-se os investimentos da Arábia no Brasil. Quem vai investir dinheiro em um país que não condena os crimes de Corrupção? Como alguns podem comemorar isso?;
Sinceramente ?... Espero que ele encontre um ADÉLIO BOM D DE MIRA !;
Quero que os aeroportos voltem a ficar como rodoviárias! Quero a filha da empregada na Universidade!;
Bem vindo  a desordem e retrocesso;
ABSURDO!;
O placar de 6 votos a cinco indica que tem guardião da constituição que considera o texto constitucional inconstitucional. Ódios à parte, discutiu-se a constitucionalidade da constituição, a legalidade da lei...;
STF, o câncer do Brasil;
Enfim a justiça está sendo feita.;
Ruy Santos meu velho a casa caiu...O dinheiro que os milicianos te pagam vai acabar...Bozominions;
Chega de tanto ódio nos comentários gente!!! Ele tá preso. Ele tá solto. Deixa a justiça decidir. Expresse sua opinião mas não ofenda o próximo. Estamos num país democrático e todos tem o direito de acreditar no que quiser. Certo ou errado, a história vai provar. Vamos nos tolerar, apesar das diferenças. Vamos tornar nosso país mais politizado. Vamos atrás das verdades. Chega dessa mídia indutiva. Vamos fomentar os blogs e fugir da ignorância. Não vamos acreditar em qualquer fakenews. Vamos pesquisar antes de repassar. Um beijo no coração do povo brasileiro. ;
Torço pelo falecimento desse bandido, como tantos outros.;
Bolsominions golpistas e hipócritas estão se retorcendo,kkkkk;
Tenho vergonha de ser brasileiro... justiça podre...sempre a favor do bandido...;
Tudo já esperado , infelizmente colocar ordem no país está a cada dia mais difícil, como ensinar para os filhos o que é certo e errado desse jeito;
Acho certo agora o Brasil liberar todos os presos e não só os ricos de colarinho branco, já que é a selva e nós todos macacos, que soltem todos e fechem as prisões, justiça aqui não serve pra nada mesmo, vamos ver onde chega essa piada de país... bandidagem rica toda solta, quero ver os pobres soltos também, traficantes, estupradores, sequestradores, assaltantes, assassinos.. soltem todos afinal, são todos pobres coitados, vítimas da sociedade!;
Achamos que o Brasil poderia ser grande ... mas não vamos ser nada além de subdesenvolvidos !!! Migalhas pra nos , meros miseráveis ;
Rolou muita grana;
e quem roubou tudo aquilo da Petrobras???foi a caneta azul??;
Como pode bandidos assaltar o país durante a ditadura e agora em novos tempos esses mesmos governam e rouba o país e tem um monte de acéfalos que os aplaude.;
Retrocesso, sentimento de vergonha.;
Vão pro Chile boiada kkkkkkkkkkkkkkkk choraaaaaaaaaaaah;
Soltem o MARCOLA, ELIAS MALUCO e todos os traficantes desse país...a decisão tem que ser feita pra TODOS !!!;
O STF institui o caos total no país.   Cadê as forças armadas?;
Bolsa caiu 1,88%, mal saiu já está dando prejuízo. kkkk;
Aproveitem que abriu uma vaga na prisão para presidente e prendam o presidente criminoso chefe da milícia.;
O Crime AQUI compensa;
SOU NEUTRO MAIS SE A ESQUERDA FOR PARA AS RUAS EU VOU ADERIR A CAUSA E LUTAR CONTRA O FASCISMO TAMBÉM - QUERO DEIXAR MINHA PARTICIPAÇÃO NA LUTA CONTRA A TIRANIA - AVANTE POVO BRASILEIRO;
o Brasil é um país de abestados ....ainda defendem esta raposa ....;
O FUTURO DO BRASIL SERÁ ESTARRECEDOR DE HOJE EM DIANTE. ;
estamos ferrados... com este STJ.......;
Satisfeitos canalhas????;
STF = Supremo Tribunal de Fantoches !!!;
Agora que estava tudo dando certo..........vamos ver como ficara depois dessa falta de patriotismo do STF. Nao acredito em mais  nada......;
Ele está enquadrado na Lei da Ficha Limpa. Mesmo solto, continua inelegível. Então esqueçam Lula2022.;
Demorô;
Justica foi feita. Vamos ao levante acabar com o Facismo... ;
Soltem o Barbudo Bandido!!! ;
Gente fechem as portas da sua casa Lulaladrão e sua tropa  saiu da cadeia. ;
